,Date,Coal,Oil_Gas,Nuclear,Hydro,Solar,Wind,Small_Hydro,Bio_Power,Total,Coal_Lag_1,Oil_Gas_Lag_1,Nuclear_Lag_1,Hydro_Lag_1,Solar_Lag_1,Wind_Lag_1,Small_Hydro_Lag_1,Bio_Power_Lag_1,Total_Lag_1,Total_Lag_3,Total_Lag_6,Total_Lag_12,Total_Rolling_3,Total_Rolling_6,Total_Rolling_12,Year,Month,Quarter
103,2024-11-01,5415.76,145.42,1624.65,515.77,1007.56,489.83,28.79,18.13,9245.91,6367.91,137.63,1527.49,490.65,1283.71,677.58,26.18,32.38,10543.53,11830.5,11042.84,8880.61,11802.520000000002,11751.533333333333,10753.203333333333,2024,11,4
104,2024-12-01,4973.0,143.23,1675.85,473.29,1165.04,725.19,23.49,32.32,9211.41,5415.76,145.42,1624.65,515.77,1007.56,489.83,28.79,18.13,9245.91,13033.53,10850.59,8932.98,10940.99,11452.045,10783.644999999999,2024,12,4
105,2025-01-01,5352.46,133.98,1638.93,470.13,1223.51,1073.76,34.01,46.97,9973.75,4973.0,143.23,1675.85,473.29,1165.04,725.19,23.49,32.32,9211.41,10543.53,13208.21,9975.41,9666.949999999999,11178.848333333333,10806.8475,2025,1,1
106,2025-02-01,5886.15,108.32,1349.12,242.9,1705.46,822.96,16.43,46.97,10178.31,5352.46,133.98,1638.93,470.13,1223.51,1073.76,34.01,46.97,9973.75,9245.91,11830.5,9907.37,9477.023333333333,10639.771666666667,10806.709166666667,2025,2,1
107,2025-03-01,6385.39,77.72,1657.62,222.35,1603.08,474.84,11.95,58.09,10491.04,5886.15,108.32,1349.12,242.9,1705.46,822.96,16.43,46.97,10178.31,9211.41,13033.53,10317.57,9787.823333333332,10364.406666666668,10829.2875,2025,3,1
108,2025-04-01,5620.93,109.7,1608.55,186.44,1571.11,630.46,8.53,17.78,9753.5,6385.39,77.72,1657.62,222.35,1603.08,474.84,11.95,58.09,10491.04,9973.75,10543.53,10515.3,10214.366666666667,9940.658333333335,10843.743333333334,2025,4,2
109,2025-05-01,4753.1,114.82,1687.68,257.26,1557.84,2530.0,4.26,17.02,10921.98,5620.93,109.7,1608.55,186.44,1571.11,630.46,8.53,17.78,9753.5,10178.31,9245.91,11042.84,10140.949999999999,9808.986666666666,10780.26,2025,5,2
110,2025-06-01,5627.76,109.6,1578.19,633.29,1590.65,3940.46,26.18,13.33,13519.46,4753.1,114.82,1687.68,257.26,1557.84,2530.0,4.26,17.02,10921.98,10491.04,9211.41,10850.59,10388.84,10088.331666666667,10770.188333333334,2025,6,2
111,2025-07-01,5148.19,112.95,1667.47,820.01,1608.26,4807.61,51.43,7.53,14223.45,5627.76,109.6,1578.19,633.29,1590.65,3940.46,26.18,13.33,13519.46,9753.5,9973.75,13208.21,11398.313333333334,10806.339999999998,10992.594166666668,2025,7,3
112,2025-08-01,5183.79,73.38,931.4,815.56,1666.14,3460.74,53.81,3.76,12188.58,5148.19,112.95,1667.47,820.01,1608.26,4807.61,51.43,7.53,14223.45,10921.98,10178.31,11830.5,12888.296666666667,11514.623333333331,11077.1975,2025,8,3
113,2025-09-01,5513.62,77.85,732.09,651.67,1665.81,3443.56,32.56,8.93,12126.09,5183.79,73.38,931.4,815.56,1666.14,3460.74,53.81,3.76,12188.58,13519.46,10491.04,13033.53,13310.496666666666,11849.668333333333,11107.0375,2025,9,3
114,2025-10-01,5050.0,120.25,1288.94,624.75,1494.83,1178.43,24.99,51.37,9833.56,5513.62,77.85,732.09,651.67,1665.81,3443.56,32.56,8.93,12126.09,14223.45,9753.5,10543.53,12846.04,12122.176666666666,11031.417500000001,2025,10,4
115,2025-11-01,5174.86,117.43,765.08,565.44,1291.18,733.57,28.72,31.06,8707.34,5050.0,120.25,1288.94,624.75,1494.83,1178.43,24.99,51.37,9833.56,12188.58,10921.98,9245.91,11382.743333333332,12135.519999999999,10972.253333333334,2025,11,4
116,2025-12-01,5016.26,108.29,918.49,411.87,1630.79,958.85,24.36,5.35,9074.26,5174.86,117.43,765.08,565.44,1291.18,733.57,28.72,31.06,8707.34,12126.09,13519.46,9211.41,10222.33,11766.413333333336,10927.3725,2025,12,4
117,2026-01-01,5654.39,103.64,1311.82,284.15,1683.11,1120.16,23.6,8.69,10189.56,5016.26,108.29,918.49,411.87,1630.79,958.85,24.36,5.35,9074.26,9833.56,14223.45,9973.75,9205.053333333335,11025.546666666667,10915.943333333333,2026,1,1
118,2026-02-01,5969.39,83.79,1518.59,167.31,1745.24,895.54,17.17,8.57,10405.6,5654.39,103.64,1311.82,284.15,1683.11,1120.16,23.6,8.69,10189.56,8707.34,12188.58,10178.31,9323.72,10353.231666666667,10933.9275,2026,2,1
119,2026-03-01,6566.89,113.03,1675.66,171.92,2186.02,501.42,11.95,20.62,11247.51,5969.39,83.79,1518.59,167.31,1745.24,895.54,17.17,8.57,10405.6,9074.26,12126.09,10491.04,9889.806666666665,10056.068333333333,10952.868333333334,2026,3,1
